Creature ID,Genome
20,"('IH', 'Gen', 5, -0.5637220738701862);('IH', 'Plr', 1, -0.15993791428283166);('HO', 3, 'Mfd', 0.5772266133341151);('IH', 'Blr', 0, 0.6849872698076631);('HO', 6, 'LPD', 0.22560964885573598);('IH', 'Bfd', 3, 0.5178534314875731);('HO', 4, 'LPD', 0.9725179366245387);('HO', 4, 'SG', -0.6406344994618802);('IH', 'LMy', 0, -0.9849765336409624);('IH', 'BDy', 2, -0.8127966180568329);('IH', 'Blr', 0, 0.01935207155284946);('HO', 4, 'Mrn', 0.5362320773275413);('HO', 5, 'MY', 0.9600045117559279);('HO', 6, 'SG', -0.4728857305386882);('HO', 0, 'LPD', -0.9454592296052422)"
21,"('IH', 'BD', 3, 0.8608097481955197);('IH', 'Pop', 1, -0.509611131094162);('IH', 'Gen', 6, 0.05350584506147116);('HO', 3, 'Mrn', 0.11748830173190639);('HO', 4, 'Res', -0.284769654175294);('IH', 'Osc', 1, -0.9770498849379632);('IH', 'Pop', 0, -0.22894817427904113);('HO', 4, 'Mfd', -0.9683794222454507);('IH', 'Pfd', 3, 0.6335613883552789);('IH', 'Gen', 1, -0.590175148042996);('HO', 5, 'Mrv', 0.1771319576194048);('IH', 'Plr', 4, -0.6218761137239901);('IH', 'BDx', 1, 0.05262018974945182);('IH', 'LPF', 4, -0.059384179100140155);('IH', 'BD', 3, 0.44818527849201284)"
22,"('HO', 6, 'MRL', -0.9649102471298052);('IH', 'LBf', 2, -0.5337260806106467);('HO', 3, 'MRL', 0.020433176343065185);('IH', 'Pfd', 1, 0.8813221298246872);('IH', 'Blr', 0, -0.159498579696306);('IH', 'Gen', 1, -0.3769422509140532);('HO', 1, 'OSC', 0.5249367462167636);('HO', 0, 'Kill', -0.2219023704426224);('HO', 6, 'MRL', 0.7839159322437186);('IH', 'Sfd', 2, 0.22598752265262023);('HO', 4, 'Kill', -0.763259079337683);('HO', 2, 'Mfd', -0.06869269627635521);('IH', 'BD', 1, 0.40257086209083304);('IH', 'LBf', 3, -0.06568796190075776);('HO', 1, 'Res', -0.5009938620929697)"
23,"('HO', 1, 'SG', -0.8991512480829007);('HO', 0, 'Mfd', 0.7670546620628926);('IH', 'Sfd', 2, 0.6708760783959586);('HO', 0, 'LPD', 0.4290323769540856);('IH', 'Ly', 3, 0.49988185555409914);('IH', 'Sir', 0, 0.7334373314588583);('HO', 1, 'Mfd', 0.7743612212160951);('IH', 'Sg', 1, -0.9060828438845623);('IH', 'Pop', 2, -0.6564045545119355);('IH', 'Age', 3, 0.6802991041683373);('HO', 4, 'MY', -0.07320956910689325);('IH', 'LBf', 6, 0.04530651700170352);('HO', 3, 'MY', 0.5610686391026747);('HO', 0, 'Kill', -0.07510941028915319);('IH', 'Ly', 5, 0.7482262055321136)"
24,"('HO', 2, 'MY', -0.941075450670257);('HO', 1, 'Res', 0.8096789869434267);('IH', 'Sg', 5, 0.2523828109416739);('IH', 'BD', 3, 0.2475210879366403);('HO', 5, 'Kill', -0.6109082408560633);('HO', 3, 'Kill', -0.37148904782558456);('HO', 2, 'MY', -0.33692863606865897);('IH', 'LMx', 1, -0.5601896540902791);('HO', 1, 'LPD', -0.4210554240835964);('IH', 'Bfd', 5, 0.39384195868123584);('HO', 3, 'MY', 0.4391483229882336);('IH', 'Age', 5, 0.7907821823478836);('HO', 0, 'MX', -0.8116022791689443);('IH', 'Gen', 4, 0.15809314126989715);('HO', 6, 'MRL', 0.267501502830243)"
25,"('IH', 'LMx', 4, 0.003158076652763242);('IH', 'Gen', 3, -0.22479168123631643);('HO', 2, 'MX', 0.47703370539795853);('IH', 'Sir', 0, 0.44755167377895844);('HO', 0, 'MX', -0.8379019087368293);('IH', 'Age', 1, -0.3730515475131242);('HO', 4, 'MRL', 0.604966835713987);('IH', 'Sfd', 0, -0.2938644361496425);('HO', 0, 'MRL', -0.9493013246287634);('IH', 'BD', 5, 0.7034569714375352);('IH', 'Sir', 2, 0.21750322976354552);('IH', 'Osc', 5, -0.9955517339456861);('IH', 'LMx', 5, 0.25303911932751677);('HO', 1, 'Mrn', 0.7758114493637227);('HO', 6, 'Res', -0.05584758545067636)"
26,"('HO', 1, 'MX', -0.8389626507629864);('IH', 'BDx', 4, 0.25927743348066845);('HO', 3, 'Mrv', -0.38918264356370136);('IH', 'Sir', 1, 0.7706405471258972);('HO', 3, 'Res', 0.41894949815127824);('IH', 'Rnd', 0, 0.5567315129159478);('IH', 'Gen', 5, -0.07588399816725544);('IH', 'Osc', 4, -0.41063509985726343);('HO', 2, 'Mrn', -0.6545986580858192);('HO', 1, 'Mfd', -0.14910898996920552);('IH', 'BDy', 5, 0.624943865052654);('HO', 5, 'SG', 0.49234706118744165);('IH', 'Sir', 5, 0.04658392314628457);('IH', 'Osc', 3, -0.5544482059094109);('HO', 5, 'Mrv', -0.11445100331902647)"
27,"('HO', 0, 'Mfd', -0.5660964023676958);('IH', 'Osc', 1, 0.900921978744978);('IH', 'Bfd', 6, 0.5123647078937903);('HO', 5, 'MRL', 0.3878189832217427);('HO', 0, 'MX', -0.5939274599167181);('IH', 'BDy', 0, -0.8752702459082073);('HO', 0, 'Mrn', -0.8640340024882658);('IH', 'Plr', 6, -0.24501302966077665);('HO', 1, 'Res', 0.9696820628632303);('IH', 'Pop', 2, -0.12009584089667458);('HO', 2, 'Mrv', -0.5210449042555465);('HO', 5, 'Kill', -0.7606361153288663);('HO', 4, 'Mfd', -0.1408448230131547);('HO', 5, 'MRL', -0.0012557336819543075);('IH', 'Gen', 3, 0.8563253246276987)"
28,"('IH', 'Pfd', 6, -0.09916970621643739);('HO', 4, 'Mfd', -0.15196099367820448);('IH', 'Sg', 0, -0.9368968510132836);('IH', 'LBf', 5, -0.8294165735527781);('HO', 4, 'SG', -0.3987623057565548);('HO', 3, 'Mrn', -0.15395528028172878);('HO', 3, 'OSC', -0.14436743515813988);('IH', 'Sfd', 2, 0.24053371352423114);('IH', 'Ly', 1, 0.2561844751892921);('IH', 'LMy', 4, -0.08761784589645871);('IH', 'BDx', 4, 0.524527091800556);('IH', 'BD', 4, -0.1903864517436007);('HO', 1, 'Mrv', 0.7893624846359175);('IH', 'LMy', 1, 0.8849387780110531);('IH', 'Pop', 1, -0.7558748548014633)"
29,"('HO', 2, 'SG', 0.7899707474924644);('IH', 'BD', 0, -0.3666571486689447);('IH', 'Lx', 3, -0.20292761834584727);('IH', 'Rnd', 0, 0.7164250183806293);('IH', 'Lx', 1, -0.531106493660368);('HO', 2, 'MRL', -0.8343136701159652);('HO', 5, 'Res', 0.5900108286421801);('IH', 'LMx', 5, 0.7372763544550458);('HO', 4, 'Res', -0.5042707136182509);('IH', 'Age', 4, 0.5310754963355497);('IH', 'Pop', 5, -0.30972285502048247);('HO', 6, 'Mfd', 0.29815145297906187);('HO', 0, 'MY', 0.6806315033245762);('HO', 0, 'OSC', -0.7168297312252221);('HO', 0, 'SG', -0.9824017678921071)"
30,"('IH', 'LBf', 5, 0.5907989934539546);('IH', 'LPF', 2, 0.6635372864947091);('IH', 'Blr', 3, 0.5923805701703735);('HO', 2, 'Kill', -0.07418862240084545);('HO', 5, 'MRL', 0.03569863945035556);('HO', 2, 'Kill', 0.47542948897752835);('IH', 'Osc', 2, 0.6099770927180006);('IH', 'Sir', 0, -0.9704275043484605);('HO', 3, 'Mrn', -0.15825029474607222);('IH', 'BD', 4, -0.11859290867805306);('HO', 1, 'Res', 0.7097318016685112);('HO', 0, 'MX', 0.30616415310378153);('IH', 'Age', 4, 0.17736633486265085);('IH', 'BD', 5, 0.4730310568400642);('IH', 'Sfd', 3, -0.12623129522090681)"
31,"('HO', 3, 'MX', 0.7220857818929112);('HO', 4, 'MX', 0.18265193531316593);('IH', 'BDy', 5, -0.29814550902469317);('HO', 6, 'MRL', -0.8178560053629997);('IH', 'LPF', 1, 0.7648522566647287);('HO', 6, 'Res', -0.5806459590517119);('HO', 2, 'Res', -0.8580295498303683);('IH', 'LMy', 0, -0.08787609842535415);('HO', 4, 'Res', -0.76324001420525);('HO', 2, 'Mfd', -0.9995236010719522);('IH', 'LMy', 2, 0.7079765783530887);('IH', 'Ly', 3, -0.5073691176468997);('IH', 'Sfd', 0, 0.143390949018805);('HO', 3, 'MY', 0.3834579730287331);('IH', 'Ly', 6, -0.3614150859355343)"
32,"('HO', 3, 'OSC', -0.11596944353499472);('IH', 'Ly', 1, -0.6835683254024296);('HO', 0, 'MX', 0.976828893139227);('HO', 2, 'MX', -0.16425909480543854);('HO', 6, 'OSC', -0.15746169113021224);('HO', 5, 'Res', -0.341089159034788);('HO', 5, 'SG', -0.8889579497605673);('IH', 'LMy', 5, -0.42646594669449245);('IH', 'Lx', 6, -0.14772883380264412);('IH', 'Pop', 5, -0.6611131884599708);('HO', 5, 'MX', -0.6349626253197929);('HO', 2, 'Mrn', 0.42667086475865457);('HO', 4, 'Mfd', -0.20261244369773546);('IH', 'BDy', 4, 0.28261914875363625);('HO', 6, 'MY', 0.46076031733228495)"
33,"('IH', 'BD', 0, 0.27690204141951735);('HO', 5, 'MRL', 0.25889713827283845);('HO', 3, 'Kill', 0.9566566218501806);('HO', 4, 'Mrn', -0.1466558194486438);('HO', 2, 'MRL', -0.3988761377047676);('HO', 4, 'LPD', -0.22698194832329688);('HO', 0, 'LPD', -0.1814903819765583);('IH', 'BDx', 6, 0.17070650053399583);('IH', 'Age', 1, 0.6683924112425856);('IH', 'Age', 2, 0.8960357273354307);('HO', 0, 'Mfd', 0.3856319459731341);('IH', 'Pfd', 4, -0.4239083256216225);('IH', 'BDy', 4, 0.5615082530804434);('IH', 'LBf', 5, 0.5119423726721166);('HO', 2, 'MY', 0.48672749943625915)"
34,"('IH', 'Blr', 3, 0.7283515928326358);('IH', 'Lx', 1, -0.8797817036700715);('IH', 'Sfd', 4, 0.03032751501698483);('IH', 'Sir', 1, -0.050046712620472666);('IH', 'LBf', 1, -0.33647178878283523);('HO', 5, 'LPD', -0.4660446248194343);('IH', 'Blr', 0, -0.009603103325885431);('HO', 3, 'LPD', 0.4865274219541049);('IH', 'Lx', 0, -0.9049926224854381);('HO', 4, 'MY', -0.14024052715980684);('IH', 'Sir', 5, 0.8789693292414111);('HO', 4, 'SG', 0.020646650260109034);('HO', 6, 'MRL', 0.3998275954973298);('IH', 'Sir', 0, 0.6034266525207903);('HO', 0, 'OSC', -0.6230822469981923)"
35,"('IH', 'Plr', 4, 0.5746321531620466);('IH', 'BDx', 4, -0.5325354728868481);('IH', 'BDy', 6, 0.39049717991937793);('HO', 0, 'MRL', -0.4619831398010492);('HO', 4, 'MX', -0.10478473779270492);('IH', 'Sg', 0, -0.5133953189530069);('IH', 'Sfd', 6, -0.6145906315348524);('HO', 4, 'OSC', -0.43108998909788476);('IH', 'Blr', 3, 0.19530878409453134);('IH', 'Sg', 0, 0.41862680100613336);('HO', 6, 'Kill', 0.39985118392480934);('IH', 'Blr', 4, 0.05533578550016105);('HO', 0, 'Mfd', 0.9878384856735021);('HO', 5, 'Kill', -0.9723262031545279);('IH', 'Pop', 2, -0.8555818822993113)"
36,"('HO', 0, 'Kill', -0.9300866630019538);('HO', 2, 'MRL', -0.5138953293160449);('HO', 5, 'Mrv', 0.6234537747642381);('HO', 5, 'LPD', -0.8241476942351991);('IH', 'Pop', 3, -0.24281535737165405);('HO', 3, 'Res', 0.34586383555017175);('IH', 'Rnd', 3, -0.3716558583122085);('HO', 6, 'MY', 0.47904409530654246);('IH', 'Pop', 2, 0.9513660263209245);('IH', 'LBf', 5, 0.08419946905038622);('HO', 3, 'Mfd', -0.8479347970614419);('HO', 6, 'Mrv', 0.6937899247774466);('IH', 'Bfd', 5, -0.19195404266840543);('IH', 'LMy', 0, -0.37831427643239146);('HO', 4, 'SG', 0.514642478829177)"
37,"('HO', 3, 'MX', 0.7554467069733446);('HO', 0, 'SG', 0.32652108826478754);('IH', 'Sg', 3, 0.0568079215613424);('HO', 3, 'LPD', 0.41170046410543604);('HO', 1, 'MX', -0.6625926216126519);('IH', 'LMy', 6, 0.11351293817312547);('IH', 'Sg', 5, -0.42975413873915347);('IH', 'Gen', 5, -0.8674525840379121);('IH', 'Pfd', 2, -0.1000151569356893);('HO', 6, 'MRL', 0.11797149948930818);('IH', 'LMy', 6, 0.7164027596580322);('IH', 'Sir', 5, -0.39662115978896595);('IH', 'Plr', 1, 0.44319813826662857);('IH', 'Plr', 1, -0.900777880157368);('HO', 3, 'LPD', -0.19284445401306027)"
38,"('HO', 1, 'SG', -0.8953272948556399);('HO', 0, 'MY', 0.4950173707746506);('HO', 5, 'SG', 0.6912632231018472);('HO', 1, 'Mfd', 0.9576546959840713);('IH', 'LMx', 5, -0.9548405678172649);('HO', 6, 'SG', -0.2929481442256918);('IH', 'LMx', 0, -0.9240486035529882);('IH', 'LBf', 5, -0.7626876622290952);('HO', 0, 'Mrn', -0.3413681632228647);('IH', 'BDy', 6, 0.5990418563868141);('HO', 3, 'MRL', -0.8975249113405397);('HO', 1, 'MRL', -0.2276802674508276);('IH', 'Osc', 5, 0.9168006312485169);('IH', 'Sfd', 6, -0.29783221250002767);('IH', 'Lx', 3, -0.5812928516502336)"
39,"('IH', 'Sir', 6, 0.6802748839620159);('HO', 1, 'SG', -0.4623497067868314);('HO', 3, 'MX', -0.601869386805979);('HO', 3, 'MY', 0.7283289751911333);('HO', 3, 'MRL', -0.9349347300188777);('IH', 'BDx', 0, 0.530690733730514);('HO', 3, 'MRL', -0.4070530106512271);('HO', 3, 'Kill', 0.18576146381857384);('IH', 'Rnd', 4, -0.24426432901595763);('IH', 'Age', 4, 0.9649174512707428);('HO', 4, 'MRL', 0.5709838067058401);('HO', 3, 'Mrv', -0.6255545150576478);('HO', 0, 'Kill', 0.010732827169979142);('HO', 6, 'MX', -0.6967251529501597);('IH', 'LMx', 4, 0.9172193170229708)"
